gage_ID,NLCD
6479438,FALSE
11379500,TRUE
8198500,FALSE
10352500,TRUE
1382500,FALSE
2212600,FALSE
7230500,FALSE
7238000,FALSE
6449000,FALSE
7342500,FALSE
5502000,FALSE
6477000,FALSE
9510000,FALSE
6108000,FALSE
6479525,FALSE
6426500,FALSE
2300100,FALSE
9366500,FALSE
10344500,TRUE
6919500,FALSE
7337900,FALSE
1174500,FALSE
9224700,FALSE
8164300,FALSE
8189700,FALSE
7149000,FALSE
6317000,FALSE
7144795,FALSE
8066200,FALSE
3380500,FALSE
8152900,FALSE
6903400,FALSE
5061500,FALSE
5576000,FALSE
7247500,FALSE
3282500,FALSE
2298830,FALSE
8178880,FALSE
5536255,FALSE
6853800,FALSE
2302500,FALSE
3378550,FALSE
5593575,FALSE
9367500,FALSE
6395000,FALSE
2134480,FALSE
2077670,FALSE
6324970,FALSE
5573540,FALSE
11164500,TRUE
6453600,FALSE
3320500,FALSE
7126300,FALSE
6917000,FALSE
10312000,TRUE
11246500,TRUE
7335790,FALSE
5454000,FALSE
7264000,FALSE
7249985,FALSE
2193340,FALSE
8386000,FALSE
7362100,FALSE
2312500,FALSE
1401650,FALSE
8158600,FALSE
6835500,FALSE
8189500,FALSE
5066500,FALSE
7221500,FALSE
9507980,FALSE
2306500,FALSE
6335500,FALSE
7227500,FALSE
2321500,FALSE
6430800,FALSE
13055340,TRUE
11403800,TRUE
8050400,FALSE
5085000,FALSE
5533400,FALSE
7336200,FALSE
3228300,FALSE
6873460,FALSE
2298202,FALSE
7157500,FALSE
2301750,FALSE
7075300,FALSE
7169800,FALSE
8082000,FALSE
9328500,FALSE
6447000,FALSE
7211500,FALSE
13152500,TRUE
2297155,FALSE
11335000,TRUE
7105945,FALSE
11166000,TRUE
2357000,FALSE
11238600,TRUE
11162570,TRUE
2228500,FALSE
13174500,TRUE
7077380,FALSE
2306774,FALSE
8150800,FALSE
8084000,FALSE
10336676,TRUE
6921200,FALSE
8082500,FALSE
8121000,FALSE
1661050,FALSE
2097464,FALSE
10311400,TRUE
6445685,FALSE
10337500,TRUE
8154700,FALSE
8143600,FALSE
4072150,FALSE
7231000,FALSE
10256500,TRUE
11088500,TRUE
8332010,FALSE
7297910,FALSE
10349300,TRUE
7103800,FALSE
9333500,FALSE
8153500,FALSE
7207500,FALSE
6359500,FALSE
10287300,TRUE
2423130,FALSE
1378500,FALSE
7261000,FALSE
8160800,FALSE
7361500,FALSE
5588000,FALSE
5054500,FALSE
9466500,FALSE
6337000,FALSE
4185440,FALSE
1109070,FALSE
1653600,FALSE
3303300,FALSE
8065800,FALSE
6893080,FALSE
8071280,FALSE
11042400,TRUE
8109800,FALSE
6470878,FALSE
7366200,FALSE
7261500,FALSE
3364500,FALSE
8208000,FALSE
6339100,FALSE
3384450,FALSE
7206000,FALSE
5577500,FALSE
11459500,TRUE
9394500,FALSE
5540195,FALSE
8329000,FALSE
5590800,FALSE
2084160,FALSE
7346070,FALSE
6130500,FALSE
9480000,FALSE
3378000,FALSE
11043000,TRUE
11451100,TRUE
11109600,TRUE
5120500,FALSE
8126380,FALSE
6407500,FALSE
7167500,FALSE
5593900,FALSE
8063100,FALSE
2084557,FALSE
3378635,FALSE
2462951,FALSE
6332515,FALSE
2077200,FALSE
8084800,FALSE
3238500,FALSE
6475000,FALSE
13217500,FALSE
3237280,FALSE
2266500,FALSE
2232200,FALSE
7124410,FALSE
6446000,FALSE
11060400,TRUE
6844500,FALSE
10311300,TRUE
6473000,FALSE
5116500,FALSE
7172000,FALSE
8091500,FALSE
6910800,FALSE
7157950,FALSE
6177500,FALSE
2096846,FALSE
8155200,FALSE
2462500,FALSE
6871500,FALSE
7165565,FALSE
2125000,FALSE
8198000,FALSE
8200000,FALSE
6477500,FALSE
8164450,FALSE
5090000,FALSE
5076000,FALSE
7346045,FALSE
8064100,FALSE
6406500,FALSE
1379530,FALSE
11461000,FALSE
2298760,FALSE
1660920,FALSE
10333000,TRUE
6344600,FALSE
11162630,TRUE
8206600,FALSE
8085500,FALSE
7177650,FALSE
8164800,FALSE
6404000,FALSE
11141050,TRUE
208111310,FALSE
11087020,TRUE
5592900,FALSE
7165562,FALSE
7227100,FALSE
4199155,FALSE
11120500,TRUE
9512800,FALSE
3291780,FALSE
6863500,FALSE
9430600,FALSE
6476000,FALSE
11182500,TRUE
2231600,FALSE
7324200,FALSE
6353000,FALSE
11151300,TRUE
6478690,FALSE
12115700,TRUE
6709530,FALSE
2256500,FALSE
11051500,TRUE
9499000,FALSE
5507600,FALSE
8068780,FALSE
7184000,FALSE
3368000,FALSE
8123850,FALSE
14362250,TRUE
5050000,FALSE
11458000,TRUE
7158000,FALSE
5597500,FALSE
9371000,FALSE
8136500,FALSE
8249000,FALSE
2312600,FALSE
8247500,FALSE
2311500,FALSE
10324500,TRUE
8080500,FALSE
5053000,FALSE
2231342,FALSE
8124000,FALSE
8158700,FALSE
11456000,TRUE
11200800,FALSE
5595730,FALSE
5591700,FALSE
11070500,TRUE
9378170,FALSE
3357350,FALSE
7335700,FALSE
6861000,FALSE
2047500,FALSE
6471000,FALSE
7343000,FALSE
11055500,TRUE
7315700,FALSE
8164600,FALSE
6823500,FALSE
11152000,TRUE
6468170,FALSE
8201500,FALSE
2292900,FALSE
8176900,FALSE
2176500,FALSE
7311500,FALSE
2313230,FALSE
9386900,FALSE
5591550,FALSE
8101000,FALSE
2312200,FALSE
8408500,FALSE
8109700,FALSE
6468250,FALSE
5503800,FALSE
14015000,FALSE
6469400,FALSE
8152000,FALSE
7142300,FALSE
8049700,FALSE
2310947,FALSE
7301500,FALSE
13215000,FALSE
8023400,FALSE
11269700,TRUE
6873000,FALSE
8051500,FALSE
7351500,FALSE
6911900,FALSE
6862700,FALSE
11118500,TRUE
2307359,FALSE
2303800,FALSE
6154400,FALSE
7316500,FALSE
2236500,FALSE
6360500,FALSE
8382830,FALSE
5592575,FALSE
1407500,FALSE
8058900,FALSE
2303420,FALSE
2318700,FALSE
8064700,FALSE
7300500,FALSE
8017300,FALSE
11057500,TRUE
8023080,FALSE
8110100,FALSE
8017200,FALSE
11480390,TRUE
8063800,FALSE
8387600,FALSE
8158810,FALSE
8159000,FALSE
2304500,FALSE
8171300,FALSE
6847900,FALSE
9379200,FALSE
6355500,FALSE
11063680,TRUE
8052700,FALSE
2237293,FALSE
11102300,TRUE
2264000,FALSE
6470800,FALSE
8053500,FALSE
10257550,TRUE
7303000,FALSE
9537200,FALSE
11042000,TRUE
7311800,FALSE
11120000,TRUE
9510200,FALSE
8190500,FALSE
9468500,FALSE
6828500,FALSE
8068720,FALSE
9401260,FALSE
7170700,FALSE
11059300,TRUE
7314500,FALSE
7116500,FALSE
11151700,TRUE
6866900,FALSE
8194500,FALSE
2266200,FALSE
8110430,FALSE
11180700,TRUE
5060500,FALSE
6354882,FALSE
8044000,FALSE
10258000,TRUE
8382500,FALSE
7234000,FALSE
9508300,FALSE
6821500,FALSE
11046000,TRUE
2303350,FALSE
8123800,FALSE
6400000,FALSE
6871000,FALSE
11069500,TRUE
1311500,FALSE
8083100,FALSE
10257600,TRUE
11133000,TRUE
6441500,FALSE
11452500,TRUE
8110325,FALSE
6860000,FALSE
9166950,FALSE
11062000,TRUE
11159200,TRUE
9498503,FALSE
8127000,FALSE
9426620,FALSE
8172400,FALSE
9386030,FALSE
8382600,FALSE
11128500,TRUE
11216400,TRUE
11025500,TRUE
2291580,FALSE
11152300,TRUE
11136800,TRUE
11124500,TRUE
11180960,TRUE
7141780,FALSE
11015000,TRUE
9291000,FALSE
8042800,FALSE
2216180,FALSE
8205500,FALSE
2294491,FALSE
8086212,FALSE
6471200,FALSE
9484000,FALSE
11148900,TRUE
11028500,TRUE
10257720,TRUE
6440200,FALSE
11284400,TRUE
7154500,FALSE
11152500,TRUE
2309848,FALSE
7315200,FALSE
11014000,TRUE
9378630,FALSE
6425100,FALSE
8086290,FALSE
8178700,FALSE
6847500,FALSE
6862850,FALSE
11176400,TRUE
8134000,FALSE
6425500,FALSE
2236900,FALSE
6827500,FALSE
8103900,FALSE
11299600,TRUE
7141900,FALSE
10259200,TRUE
12513000,TRUE
8194000,FALSE
2303400,FALSE
6848500,FALSE
11143250,TRUE
8353000,FALSE
11274630,TRUE
5123400,FALSE
11123500,TRUE
8193000,FALSE
11149900,TRUE
11493500,FALSE
11075800,TRUE
11128250,TRUE
11046530,TRUE
6400875,FALSE
8050800,FALSE
13058000,FALSE
8156800,FALSE
8128400,FALSE
9386950,FALSE
8334000,FALSE
8079600,FALSE
11253310,TRUE
6844900,FALSE
11158600,TRUE
11224500,TRUE
6879650,FALSE
9512280,FALSE
11147500,TRUE
10260950,TRUE
9485000,FALSE
2266205,FALSE
13132500,FALSE
10258500,TRUE
8194200,FALSE
11180500,TRUE
11097000,TRUE
8189200,FALSE
8155300,FALSE
9513780,FALSE
11152600,TRUE
8317950,FALSE
11123000,TRUE
8390500,FALSE
7141200,FALSE
13112000,TRUE
7314900,FALSE
11119500,TRUE
8390800,FALSE
9505350,FALSE
11119940,TRUE
11078000,TRUE
8082700,FALSE
11065000,TRUE
9424900,FALSE
11274500,TRUE
13132520,FALSE
11042800,TRUE
7140850,FALSE
11075720,TRUE
7226500,FALSE
11140000,TRUE
6423010,FALSE
2263869,FALSE
11119750,TRUE
8181400,FALSE
13132535,FALSE
11085000,TRUE
6846500,FALSE
7155590,FALSE
10287770,TRUE
9423350,FALSE
8197500,FALSE
11042900,TRUE
9535100,FALSE
11042631,TRUE
8185000,FALSE
11077500,TRUE
9517490,FALSE
8202700,FALSE
8398500,FALSE
8401200,FALSE
9513860,FALSE
8400000,FALSE
8401900,FALSE
